timestamp,bytes_in,bytes_out,aramghar,panjagutta,secunderabad,uppal,lbnagar
2025-01-01 00:00:00,506.0,547.0,480.60692005470617,648.6652971981673,488.95434754560006,547.62259372411,539.7731557817524
2025-01-01 00:01:00,370.0,386.0,436.7057173486676,279.8459589052509,396.27223491987525,453.01871274078684,417.2348650595624
2025-01-01 00:02:00,418.0,430.0,456.7893870708669,461.28861125086166,393.51153765002755,467.7003149155894,472.03185070600165
2025-01-01 00:03:00,468.0,397.0,486.4688682416853,452.2050615807236,427.8604154922333,487.89523246824115,403.02917446251416
2025-01-01 00:04:00,472.0,897.0,407.05631931553205,576.2578864397094,431.3143167426499,554.0666468469999,522.1076509232647
2025-01-01 00:05:00,774.0,500.0,667.4959034960883,624.068362219366,842.2334437738812,952.1849613674849,818.9701774826074
2025-01-01 00:06:00,491.0,335.0,404.2076214298344,547.7476055258281,491.6795870078522,421.68379160120196,436.25010730862624
2025-01-01 00:07:00,889.0,351.0,1019.212237437567,1069.350695498302,872.8934663690659,1105.0345644142474,732.1356073105293
2025-01-01 00:08:00,641.0,821.0,666.9258890109587,811.9986288097093,680.8546340852151,566.9342804559277,572.9251868255102
2025-01-01 00:09:00,817.0,219.0,884.9981184237478,906.8281834675844,871.8739566205783,960.5915994650311,914.4459453076772
2025-01-01 00:10:00,890.0,266.0,719.3280799693057,888.4913239805003,860.1300038945776,856.2991719083028,909.235157230033
2025-01-01 00:11:00,427.0,88.0,507.2606027492686,457.192462939551,443.5349821082621,385.52628554436126,449.36161907118696
2025-01-01 00:12:00,100.0,507.0,113.29770563201687,122.13429906872308,105.42245631703776,102.5942255885534,89.00033228881836
2025-01-01 00:13:00,721.0,337.0,638.0385995196149,751.5457763959577,743.3006290460706,798.5670775126918,758.3376010593059
2025-01-01 00:14:00,265.0,346.0,231.27344652395269,190.33154249179702,246.53453896440527,265.6308955724884,214.60826970727743
2025-01-01 00:15:00,286.0,75.0,249.78147592723283,359.95079614899737,307.5005123771757,249.34228270754076,266.36966671187866
2025-01-01 00:16:00,154.0,752.0,141.94132216630751,171.51227179531625,155.20411222426907,167.82680620297694,156.98200548643163
2025-01-01 00:17:00,464.0,456.0,468.59479371094335,513.1413266003854,443.8134411671364,561.8860480461412,394.9260822439104
2025-01-01 00:18:00,601.0,716.0,584.6395824815646,498.4724599546168,592.0124278896109,602.9749739737193,653.9188018849127
2025-01-01 00:19:00,376.0,478.0,344.6008626857855,411.8445620844875,341.22534599799786,352.1364497556764,331.7301189236485
2025-01-01 00:20:00,523.0,632.0,546.3996255759218,489.6946504942749,484.0748674078649,537.137180769145,537.8000577014166
2025-01-01 00:21:00,392.0,351.0,335.4726373502402,427.569996200159,412.81886524044353,340.78327309244884,369.19304796133525
2025-01-01 00:22:00,185.0,252.0,169.61870399160614,141.33182636418695,166.50043048594856,217.96608125154032,186.59382280717762
2025-01-01 00:23:00,134.0,191.0,126.83699480054187,146.6907624900841,131.76396420332543,158.19186746693003,112.2394309182958
2025-01-01 00:24:00,696.0,840.0,683.7698836060227,904.5551718818303,699.133417207114,755.2993290188085,560.9199580609036
2025-01-01 00:25:00,650.0,362.0,724.1457499621836,473.8026951556168,592.1024746001265,644.3067511239813,726.9259072290184
2025-01-01 00:26:00,338.0,200.0,297.39589534781027,434.77092456008313,369.9800838169297,395.43071087306987,302.2972300371577
2025-01-01 00:27:00,670.0,831.0,673.8148294948479,632.577000210594,633.3007943874561,718.1561226432823,728.2142571520177
2025-01-01 00:28:00,401.0,859.0,415.82329684547165,490.2032801511446,385.2967373148297,473.32954229142257,461.05881467127324
2025-01-01 00:29:00,618.0,433.0,505.88254202438344,722.7085374888077,593.7672945147215,681.3966135265227,540.1325811051645
2025-01-01 00:30:00,568.0,183.0,592.4341903520068,590.8391417442564,537.375332816531,661.0169235139475,507.1159433472511
2025-01-01 00:31:00,835.0,684.0,724.9550573115554,954.4630538349146,751.7461282884141,909.6700397347317,861.720772936231
2025-01-01 00:32:00,753.0,162.0,621.9935398071663,924.013330595949,787.5393259896523,764.7892897465587,856.8439876489937
2025-01-01 00:33:00,406.0,867.0,478.8990112499413,382.64858235419166,443.907854583702,500.6704076520047,454.9372188779047
2025-01-01 00:34:00,218.0,805.0,258.60311328410154,195.37593753247162,205.97919587122797,232.48512552943527,212.76940218100412
2025-01-01 00:35:00,528.0,395.0,593.1335199221966,581.0935845465436,545.2177834544415,576.5949063157617,569.3363802109387
2025-01-01 00:36:00,682.0,137.0,628.6986362304955,807.9705594423631,714.9946589971687,639.8490280323435,578.0025351349464
2025-01-01 00:37:00,862.0,636.0,723.2773449094012,997.6538717064657,922.0685353552064,948.4243921945249,984.4931001743505
2025-01-01 00:38:00,324.0,782.0,347.8766002359755,381.8949733381185,318.9863719664819,349.4803513729895,368.55765673968085
2025-01-01 00:39:00,743.0,278.0,725.2133211394095,714.2830417436055,713.7155325781679,686.4839718698558,636.9777154964785
2025-01-01 00:40:00,663.0,851.0,562.7645398808354,789.4344511944237,639.8341347714539,579.3524982180537,599.8811361105609
